realization,protocol,d_collected,F_cond,P_success,Y_weighted
186,matched,4,0.9900347959118156,0.2525163772347526,0.24999999999999936
186,matched,5,0.9976185904811155,0.2505967735419139,0.24999999999999942
186,matched,6,0.9995321533713918,0.25011701640288087,0.24999999999999922
186,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
187,matched,1,0.5719327759899415,0.43711430870049706,0.24999999999999953
187,matched,2,0.8444468891564569,0.296051774493162,0.24999999999999956
187,matched,3,0.9555605074781482,0.2616265511639685,0.24999999999999944
187,matched,4,0.9893025464749715,0.2527032816106515,0.24999999999999933
187,matched,5,0.9973289757399253,0.25066954443444567,0.2499999999999994
187,matched,6,0.9993645165391767,0.25015897188921143,0.24999999999999928
187,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
188,matched,1,0.5682631355082275,0.43993703687361574,0.24999999999999958
188,matched,2,0.841777813411128,0.29699048373219405,0.2499999999999995
188,matched,3,0.9550514793510665,0.26176599419527435,0.24999999999999944
188,matched,4,0.98934350020106,0.2526928209961383,0.2499999999999994
188,matched,5,0.9973360469184372,0.2506677671708025,0.24999999999999942
188,matched,6,0.9992797151675185,0.25018020100416977,0.24999999999999928
188,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
189,matched,1,0.5684784098536504,0.43977043924035714,0.2499999999999996
189,matched,2,0.8399043051022643,0.29765295698723704,0.2499999999999995
189,matched,3,0.9543337625202115,0.261962858088346,0.24999999999999947
189,matched,4,0.9874494468369097,0.2531775178980786,0.2499999999999995
189,matched,5,0.9966629189942202,0.2508370636004861,0.2499999999999993
189,matched,6,0.9992515929895489,0.2501872418857521,0.24999999999999936
189,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
190,matched,1,0.5726750419720886,0.4365477481593902,0.24999999999999956
190,matched,2,0.8451309777903542,0.2958121363077231,0.24999999999999953
190,matched,3,0.954022219637467,0.2620484039617031,0.24999999999999958
190,matched,4,0.9866504120910354,0.25338255266134996,0.24999999999999942
190,matched,5,0.9963601712117174,0.2509132813849468,0.2499999999999994
190,matched,6,0.9991414068416794,0.2502148327435033,0.24999999999999942
190,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
191,matched,1,0.5741798582979061,0.4354036394468754,0.2499999999999995
191,matched,2,0.8402062051160575,0.2975460053469459,0.24999999999999958
191,matched,3,0.9557671011087903,0.26156999933349157,0.24999999999999944
191,matched,4,0.9900241414317299,0.2525190947752651,0.24999999999999944
191,matched,5,0.9979511690303099,0.25051325932402047,0.2499999999999994
191,matched,6,0.9997049301594826,0.25007378923310597,0.24999999999999936
191,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
192,matched,1,0.5656272009013634,0.44198723046135047,0.2499999999999995
192,matched,2,0.8392819134664908,0.29787368938694647,0.24999999999999958
192,matched,3,0.9551850434134295,0.2617293913089392,0.24999999999999956
192,matched,4,0.9895977649454026,0.2526278947424586,0.24999999999999947
192,matched,5,0.9979203628137818,0.25052099277249734,0.24999999999999936
192,matched,6,0.9996570020237885,0.2500857789160468,0.24999999999999928
192,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
193,matched,1,0.5664591225088258,0.441338112612185,0.24999999999999964
193,matched,2,0.8370545845654096,0.29866630517267534,0.2499999999999996
193,matched,3,0.9517958827535988,0.26266135894256604,0.24999999999999953
193,matched,4,0.9882259186677216,0.2529785904998701,0.24999999999999947
193,matched,5,0.9970242938579184,0.2507461468492821,0.2499999999999994
193,matched,6,0.9992307001239745,0.2501924730384903,0.24999999999999928
193,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
194,matched,1,0.5720484249965334,0.43702593884689833,0.24999999999999953
194,matched,2,0.843616625703371,0.2963431402167547,0.24999999999999953
194,matched,3,0.9538264801056657,0.26210218023335247,0.2499999999999994
194,matched,4,0.9888774241775997,0.25281191974618283,0.24999999999999933
194,matched,5,0.9974729165073032,0.250633371455724,0.2499999999999993
194,matched,6,0.9996056845777248,0.2500986177420647,0.2499999999999993
194,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
195,matched,1,0.572084124113796,0.4369986676125114,0.24999999999999947
195,matched,2,0.8397837787364872,0.29769567635152683,0.24999999999999953
195,matched,3,0.9544320809960309,0.26193587262815315,0.24999999999999953
195,matched,4,0.988408991583446,0.2529317338559371,0.24999999999999933
195,matched,5,0.9969287630107073,0.25077017463615325,0.2499999999999993
195,matched,6,0.9995192078586803,0.25012025585339853,0.24999999999999936
195,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
196,matched,1,0.5723260650772819,0.436813933970038,0.24999999999999947
196,matched,2,0.8434560941900435,0.29639954198217056,0.24999999999999942
196,matched,3,0.9557724191413302,0.26156854392659756,0.24999999999999944
196,matched,4,0.9899443612929995,0.2525394454224337,0.2499999999999994
196,matched,5,0.997987052547225,0.25050425189576225,0.24999999999999936
196,matched,6,0.9995251062262717,0.25011877985124314,0.24999999999999925
196,matched,7,1.0000000000000004,0.24999999999999928,0.2499999999999994
197,matched,1,0.5714811332019598,0.43745976109354817,0.24999999999999953
197,matched,2,0.8378681285403434,0.29837630945042204,0.2499999999999995
197,matched,3,0.956723999925472,0.261308381538954,0.24999999999999944
197,matched,4,0.9899263301443603,0.2525440453367293,0.2499999999999994
197,matched,5,0.9970860651873545,0.2507306126608277,0.2499999999999994
197,matched,6,0.9992969453945821,0.25017588730973683,0.24999999999999922
197,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
198,matched,1,0.5730795612603754,0.43623960249109905,0.2499999999999996
198,matched,2,0.8462390776611877,0.29542478786366455,0.24999999999999953
198,matched,3,0.9577569878885775,0.26102654761218375,0.24999999999999947
198,matched,4,0.9889338033668269,0.25279750691995156,0.24999999999999944
198,matched,5,0.9974783704328116,0.25063200106436695,0.24999999999999944
198,matched,6,0.9993559860547648,0.2501611072416185,0.24999999999999942
198,matched,7,1.0,0.24999999999999942,0.24999999999999942
199,matched,1,0.5745391071854513,0.43513138944483365,0.24999999999999964
199,matched,2,0.8459472724196627,0.29552669315301955,0.2499999999999995
199,matched,3,0.9556558798740775,0.26160044139836286,0.2499999999999995
199,matched,4,0.9886403802396351,0.2528725358551532,0.2499999999999994
199,matched,5,0.9972936880388497,0.25067841399018326,0.24999999999999942
199,matched,6,0.9995000312545471,0.25012505470980895,0.24999999999999936
199,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
200,matched,1,0.5730526607538713,0.4362600806549185,0.24999999999999953
200,matched,2,0.8386525264070821,0.298097235897015,0.24999999999999953
200,matched,3,0.9533430382950976,0.26223509267669765,0.24999999999999942
200,matched,4,0.989996854905279,0.25252605476602136,0.2499999999999994
200,matched,5,0.9974714614434325,0.25063373706775177,0.24999999999999936
200,matched,6,0.999512776793291,0.2501218651772191,0.24999999999999944
200,matched,7,1.0,0.24999999999999942,0.24999999999999942
201,matched,1,0.5703706003763129,0.4383115115594271,0.24999999999999967
201,matched,2,0.8455342726617097,0.29567104265686245,0.24999999999999953
201,matched,3,0.9554987936588857,0.26164344911695386,0.24999999999999944
201,matched,4,0.9892037833503701,0.2527285117665699,0.24999999999999947
201,matched,5,0.9980065146393252,0.25049936682061463,0.24999999999999944
201,matched,6,0.9997010260550593,0.2500747658392725,0.24999999999999942
201,matched,7,1.0,0.24999999999999942,0.24999999999999942
202,matched,1,0.5768987461971324,0.4333516091826831,0.24999999999999964
202,matched,2,0.8479577860990157,0.29482599735313614,0.24999999999999958
202,matched,3,0.9570239391265948,0.2612264853355248,0.24999999999999958
202,matched,4,0.9907996940283763,0.25232143439967547,0.24999999999999947
202,matched,5,0.9982580768952829,0.2504362406738877,0.24999999999999936
202,matched,6,0.9997449584522075,0.25006377665264373,0.2499999999999994
202,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
203,matched,1,0.5689216347030361,0.43942783109398487,0.24999999999999953
203,matched,2,0.8470137963487312,0.2951545784468781,0.2499999999999996
203,matched,3,0.9583733263615077,0.26085867910069216,0.24999999999999947
203,matched,4,0.9884041313111902,0.2529329775952638,0.24999999999999944
203,matched,5,0.9964582681591303,0.25088858007255294,0.2499999999999994
203,matched,6,0.9990014668668615,0.25024988279953875,0.2499999999999994
203,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
204,matched,1,0.5733151576913018,0.43606033548237455,0.24999999999999953
204,matched,2,0.8406855558706829,0.29737634749901104,0.24999999999999947
204,matched,3,0.9550504054828999,0.2617662885275594,0.24999999999999936
204,matched,4,0.9883282726929536,0.25295239133330705,0.24999999999999942
204,matched,5,0.9973610444218406,0.2506614845228105,0.2499999999999993
204,matched,6,0.998872322653523,0.2502822376095772,0.24999999999999928
204,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
205,matched,1,0.575433018733307,0.4344554307125462,0.24999999999999956
205,matched,2,0.8415208633004403,0.297081166852478,0.24999999999999942
205,matched,3,0.9564252095713122,0.2613900151294152,0.24999999999999936
205,matched,4,0.9879832945290525,0.2530407157533653,0.24999999999999936
205,matched,5,0.997566640214903,0.25060982386714786,0.2499999999999993
205,matched,6,0.9995106088937123,0.25012240768180205,0.24999999999999933
205,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
206,matched,1,0.5746066532125863,0.4350802389813393,0.2499999999999996
206,matched,2,0.8399896877011808,0.2976227013978949,0.2499999999999995
206,matched,3,0.9540316763129669,0.26204580645180564,0.24999999999999942
206,matched,4,0.9897224092985242,0.2525960791139301,0.24999999999999953
206,matched,5,0.997665788480708,0.25058491820262885,0.24999999999999942
206,matched,6,0.9997510448892787,0.2500622542761998,0.24999999999999928
206,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
207,matched,1,0.5717857729037636,0.43722668846829926,0.24999999999999958
207,matched,2,0.8467162350788617,0.29525830454486907,0.2499999999999995
207,matched,3,0.9587001366928285,0.2607697552463169,0.24999999999999944
207,matched,4,0.9895466947934379,0.2526409327779983,0.24999999999999936
207,matched,5,0.9979491152805329,0.2505137748729022,0.24999999999999936
207,matched,6,0.9996973562634266,0.25007568383938267,0.24999999999999936
207,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
208,matched,1,0.5743121430666905,0.4353033503088736,0.24999999999999953
208,matched,2,0.839395261502607,0.29783346590791193,0.24999999999999953
208,matched,3,0.9546620874139499,0.2618727645058323,0.24999999999999958
208,matched,4,0.9903783808972767,0.2524287735092733,0.24999999999999944
208,matched,5,0.9978887088891945,0.2505289395230139,0.24999999999999944
208,matched,6,0.9997997915277774,0.2500500621409198,0.2499999999999994
208,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
209,matched,1,0.5695200467935004,0.4389661108639533,0.24999999999999958
209,matched,2,0.8413364680366013,0.2971462779729685,0.24999999999999947
209,matched,3,0.9565680422792735,0.2613509849276473,0.2499999999999995
209,matched,4,0.9881470032379659,0.2529987938847135,0.24999999999999947
209,matched,5,0.9971643288314725,0.25071093376651565,0.24999999999999936
209,matched,6,0.9992801269967898,0.25018009789841683,0.24999999999999928
209,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
210,matched,1,0.5725386500512082,0.43665174390871175,0.2499999999999997
210,matched,2,0.8422309333604074,0.2968307029552185,0.24999999999999956
210,matched,3,0.9577911477951326,0.26101723802261895,0.24999999999999953
210,matched,4,0.9905606991534981,0.25238231257674726,0.24999999999999947
210,matched,5,0.9982494957741399,0.2504383934660794,0.2499999999999994
210,matched,6,0.9996162904901542,0.2500959641998369,0.24999999999999933
210,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
211,matched,1,0.5702495833974413,0.43840452896176774,0.24999999999999953
211,matched,2,0.8407054336966107,0.29736931626662727,0.24999999999999944
211,matched,3,0.9576573429062659,0.26105370762501334,0.2499999999999995
211,matched,4,0.9897949990803364,0.25257755417261735,0.24999999999999942
211,matched,5,0.9978980667405798,0.2505265901722516,0.24999999999999942
211,matched,6,0.999544284843659,0.25011398073183155,0.24999999999999928
211,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
212,matched,1,0.5733214356889457,0.4360555605244047,0.24999999999999964
212,matched,2,0.8385801463718939,0.29812296544536776,0.24999999999999958
212,matched,3,0.9511867372062864,0.26282956881239755,0.24999999999999956
212,matched,4,0.9881159682155236,0.25300674014152813,0.24999999999999944
212,matched,5,0.9979210807693932,0.25052081253484537,0.24999999999999944
212,matched,6,0.9996603446854235,0.25008494267987613,0.24999999999999936
212,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
213,matched,1,0.5720278809644557,0.4370416343666541,0.24999999999999958
213,matched,2,0.8387544888865979,0.29806099795884405,0.24999999999999953
213,matched,3,0.9534887323358343,0.26219502288984087,0.24999999999999942
213,matched,4,0.989175219991867,0.2527358095384303,0.24999999999999936
213,matched,5,0.9969283181777984,0.250770286530684,0.24999999999999942
213,matched,6,0.9995252593466671,0.2501187415347663,0.2499999999999993
213,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
214,matched,1,0.5705757589905367,0.43815391043303326,0.24999999999999958
214,matched,2,0.8375539814915672,0.29848822347520126,0.2499999999999995
214,matched,3,0.950489110758957,0.2630224767124125,0.24999999999999947
214,matched,4,0.9865302642774294,0.25341341168393705,0.24999999999999944
214,matched,5,0.9955811173154605,0.25110962396927844,0.24999999999999936
214,matched,6,0.9989785475435446,0.25025562422210285,0.24999999999999942
214,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
215,matched,1,0.5692667107474708,0.43916146031398734,0.24999999999999953
215,matched,2,0.8381717595712503,0.29826822145365756,0.2499999999999995
215,matched,3,0.9538144637107486,0.2621054822626529,0.24999999999999942
215,matched,4,0.9884585401975667,0.2529190551077954,0.24999999999999936
215,matched,5,0.9977313110630457,0.25056846189745574,0.24999999999999933
215,matched,6,0.9996542934878129,0.250086456516627,0.24999999999999936
215,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
216,matched,1,0.5703212818487255,0.438349414543346,0.24999999999999947
216,matched,2,0.8466271488137527,0.29528937307324216,0.24999999999999953
216,matched,3,0.9562661934356338,0.26143348130065097,0.24999999999999944
216,matched,4,0.9892128549714108,0.2527261941083697,0.24999999999999933
216,matched,5,0.9976753296788461,0.2505825217513145,0.24999999999999933
216,matched,6,0.9995407489565402,0.25011486551297096,0.24999999999999933
216,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
217,matched,1,0.5717116940706488,0.43728334157374427,0.2499999999999995
217,matched,2,0.8440423522371081,0.2961936676961557,0.24999999999999958
217,matched,3,0.9543490359544423,0.2619586656259102,0.2499999999999995
217,matched,4,0.9888050703263542,0.2528304187573463,0.2499999999999994
217,matched,5,0.9966891845404093,0.2508304533426624,0.2499999999999994
217,matched,6,0.999155079853721,0.2502114086600051,0.2499999999999994
217,matched,7,1.0,0.24999999999999942,0.24999999999999942
218,matched,1,0.570420299081073,0.4382733230264434,0.24999999999999953
218,matched,2,0.8348426821694439,0.2994576167935533,0.24999999999999956
218,matched,3,0.9529739979880378,0.2623366435262776,0.24999999999999947
218,matched,4,0.9874276308888712,0.25318311153086964,0.24999999999999944
218,matched,5,0.9967620714703707,0.2508121116920236,0.24999999999999942
218,matched,6,0.9991699322668763,0.2502076893294912,0.2499999999999994
218,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
219,matched,1,0.574683478812511,0.4350220760070978,0.24999999999999956
219,matched,2,0.847587496583458,0.29495479936611263,0.24999999999999953
219,matched,3,0.9588110471957527,0.26073959069534897,0.24999999999999947
219,matched,4,0.9896459670796158,0.2526155901364747,0.2499999999999994
219,matched,5,0.9976956295934787,0.2505774231985604,0.24999999999999928
219,matched,6,0.99964697037492,0.25008828857475174,0.2499999999999993
219,matched,7,1.0000000000000004,0.2499999999999993,0.24999999999999942
220,matched,1,0.5737800916794438,0.4357069958078436,0.24999999999999953
220,matched,2,0.8421616390283034,0.2968551266339472,0.24999999999999956
220,matched,3,0.9516505909380069,0.2627014603685411,0.2499999999999995
220,matched,4,0.9894800032667918,0.2526579609235341,0.24999999999999947
220,matched,5,0.9975054047514869,0.2506252084541668,0.24999999999999942
220,matched,6,0.9995576149822377,0.2501106452022197,0.2499999999999994
220,matched,7,1.0,0.2499999999999994,0.2499999999999994
221,matched,1,0.5803042721732738,0.4308084775315108,0.24999999999999958
221,matched,2,0.8492643001670305,0.2943724350014834,0.24999999999999947
221,matched,3,0.9568158335578647,0.26128330158416047,0.24999999999999944
221,matched,4,0.9882335775760848,0.2529766298906715,0.2499999999999994
221,matched,5,0.9976374757687012,0.25059202974243616,0.2499999999999993
221,matched,6,0.9994568867298557,0.25013585210061406,0.24999999999999936
221,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
222,matched,1,0.5688556025233751,0.4394788394296015,0.24999999999999956
222,matched,2,0.8410557543488866,0.29724545454604256,0.2499999999999995
222,matched,3,0.9567397813890722,0.2613040712460281,0.2499999999999995
222,matched,4,0.9898071467375212,0.2525744543510503,0.24999999999999942
222,matched,5,0.997859364254213,0.25053630697432605,0.24999999999999933
222,matched,6,0.999658443492176,0.2500854183021323,0.24999999999999936
222,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
223,matched,1,0.5722714651956777,0.43685560997614414,0.24999999999999953
223,matched,2,0.8440058071776237,0.2962064927444109,0.24999999999999947
223,matched,3,0.9555514561697358,0.2616290293796504,0.2499999999999995
223,matched,4,0.9888565887445886,0.2528172465507755,0.24999999999999944
223,matched,5,0.9969466461941519,0.2507656763322043,0.24999999999999928
223,matched,6,0.9991418284464982,0.2502147271611162,0.24999999999999933
223,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
224,matched,1,0.5736039763712186,0.43584077220240086,0.2499999999999996
224,matched,2,0.8462217161953238,0.2954308489316703,0.2499999999999995
224,matched,3,0.9585466305810529,0.2608115161267159,0.24999999999999944
224,matched,4,0.9908528233656702,0.2523079049730254,0.24999999999999944
224,matched,5,0.9975954399154688,0.250602588982547,0.2499999999999994
224,matched,6,0.9995951854212031,0.25010124463000083,0.24999999999999936
224,matched,7,1.0,0.24999999999999942,0.24999999999999942
225,matched,1,0.5698621776032997,0.4387025667354135,0.24999999999999967
225,matched,2,0.838782509344385,0.2980510409014207,0.24999999999999958
225,matched,3,0.9541096554889527,0.2620243895046655,0.24999999999999956
225,matched,4,0.9873757749315261,0.25319640844676067,0.2499999999999995
225,matched,5,0.9972120542548697,0.25069893502922286,0.24999999999999944
225,matched,6,0.9997133412985193,0.2500716852245629,0.24999999999999936
225,matched,7,1.0,0.24999999999999942,0.24999999999999942
226,matched,1,0.5714030958310861,0.4375195056239294,0.24999999999999953
226,matched,2,0.8415203193938182,0.2970813588673471,0.24999999999999947
226,matched,3,0.9544603843005424,0.26192810525416105,0.24999999999999947
226,matched,4,0.9887963378427501,0.25283265161097035,0.2499999999999994
226,matched,5,0.9974025684070652,0.2506510489533531,0.24999999999999942
226,matched,6,0.9993902227954667,0.25015253731491016,0.24999999999999936
226,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
227,matched,1,0.5691684872398723,0.4392372480288752,0.2499999999999995
227,matched,2,0.8376522257085185,0.2984532152213168,0.2499999999999995
227,matched,3,0.9537673051566832,0.26211844193896955,0.2499999999999995
227,matched,4,0.9899512085447051,0.2525376986685195,0.24999999999999944
227,matched,5,0.9973379555924525,0.25066728745071265,0.2499999999999994
227,matched,6,0.999605333149688,0.2500987056684326,0.24999999999999936
227,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
228,matched,1,0.5681776773027107,0.4400032067201505,0.24999999999999958
228,matched,2,0.8443783018129358,0.2960758222508005,0.24999999999999956
228,matched,3,0.9553039870823521,0.2616968037195559,0.24999999999999944
228,matched,4,0.9889669759437218,0.25278902742069514,0.24999999999999944
228,matched,5,0.997268844280521,0.25068465883977525,0.24999999999999936
228,matched,6,0.9990852727966496,0.2502288911738203,0.2499999999999994
228,matched,7,1.0,0.24999999999999942,0.24999999999999942
229,matched,1,0.5720198804771437,0.4370477469969487,0.24999999999999953
229,matched,2,0.8372244404400624,0.2986057118311003,0.24999999999999947
229,matched,3,0.9546266738762808,0.2618824791317316,0.24999999999999947
229,matched,4,0.9897334266429407,0.25259326730831955,0.2499999999999994
229,matched,5,0.9968631111655026,0.2507866899675994,0.24999999999999947
229,matched,6,0.9991639893346088,0.2502091775410023,0.24999999999999928
229,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
230,matched,1,0.5682039178520137,0.43998288668102936,0.24999999999999947
230,matched,2,0.8375335892994696,0.2984954910394753,0.24999999999999944
230,matched,3,0.9555924184530591,0.2616178144283593,0.24999999999999947
230,matched,4,0.9897940348431153,0.2525778002285344,0.2499999999999994
230,matched,5,0.9977309256268851,0.2505685586952431,0.2499999999999994
230,matched,6,0.9995154039767814,0.250121207742594,0.2499999999999993
230,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
231,matched,1,0.5703995204663185,0.43828928852467686,0.24999999999999958
231,matched,2,0.8475112230586967,0.29498134443310503,0.24999999999999953
231,matched,3,0.954867667562515,0.2618163840840616,0.24999999999999947
231,matched,4,0.9888271772809482,0.2528247662927743,0.2499999999999994
231,matched,5,0.9976486680125827,0.25058921844503096,0.24999999999999925
231,matched,6,0.9996553563233901,0.2500861906242055,0.24999999999999942
231,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
232,matched,1,0.5726799720855673,0.4365439899872135,0.2499999999999996
232,matched,2,0.8448288853973054,0.29591791227927744,0.24999999999999956
232,matched,3,0.9604772602593262,0.260287265866659,0.2499999999999995
232,matched,4,0.9908982372376589,0.25229634144564433,0.24999999999999947
232,matched,5,0.9976715545467725,0.250583469941238,0.24999999999999933
232,matched,6,0.9996784959883801,0.25008040185242236,0.2499999999999993
232,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
233,matched,1,0.5692120981444531,0.4392035953117694,0.24999999999999953
233,matched,2,0.8401205195894642,0.2975763526430294,0.2499999999999995
233,matched,3,0.9567053334610529,0.26131347997776877,0.24999999999999944
233,matched,4,0.9878322275690596,0.2530794127006975,0.2499999999999994
233,matched,5,0.9972835465652194,0.2506809631634187,0.24999999999999933
233,matched,6,0.9994420635207977,0.2501395619865233,0.24999999999999933
233,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
234,matched,1,0.5718713428493167,0.4371612655993367,0.2499999999999995
234,matched,2,0.8430438219060405,0.29654448974523495,0.24999999999999953
234,matched,3,0.9590304156829443,0.2606799491567424,0.24999999999999947
234,matched,4,0.990045939431995,0.252513535021848,0.24999999999999947
234,matched,5,0.9976312989340486,0.2505935812831052,0.24999999999999933
234,matched,6,0.9992297273334434,0.25019271661097625,0.24999999999999928
234,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
235,matched,1,0.5674708794887426,0.4405512406649563,0.24999999999999947
235,matched,2,0.8419520831410899,0.29692901176432607,0.24999999999999953
235,matched,3,0.9565439015327748,0.26135758076487353,0.24999999999999942
235,matched,4,0.9866244547755703,0.25338921895754907,0.24999999999999944
235,matched,5,0.9962546604948646,0.2509398549521647,0.2499999999999994
235,matched,6,0.9992679142375606,0.25018315552616227,0.2499999999999994
235,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
236,matched,1,0.5742495458120906,0.43535080144722665,0.24999999999999956
236,matched,2,0.8450734004867964,0.29583229084714946,0.24999999999999956
236,matched,3,0.9568589764937219,0.2612715208212709,0.24999999999999944
236,matched,4,0.9889569139019891,0.25279159939699436,0.24999999999999947
236,matched,5,0.9975487853058471,0.25061430947795676,0.24999999999999942
236,matched,6,0.9997585021419658,0.2500603890483338,0.24999999999999942
236,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
237,matched,1,0.5780530008580488,0.4324862938673534,0.24999999999999956
237,matched,2,0.8471248415860592,0.29511588815165457,0.24999999999999953
237,matched,3,0.9545428156678235,0.26190548595255303,0.24999999999999956
237,matched,4,0.9881775522887493,0.2529909725443231,0.2499999999999994
237,matched,5,0.997825256985859,0.25054487070729903,0.24999999999999947
237,matched,6,0.9993453681937652,0.250163765157439,0.24999999999999947
237,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
238,matched,1,0.5681574987155398,0.4400188338008145,0.24999999999999958
238,matched,2,0.845197895177096,0.2957887157866343,0.24999999999999956
238,matched,3,0.9570113640537432,0.2612299178361274,0.24999999999999956
238,matched,4,0.9893578364673817,0.2526891593567942,0.24999999999999936
238,matched,5,0.9963232230512851,0.25092258638151893,0.24999999999999942
238,matched,6,0.9991163565054736,0.2502211062527328,0.2499999999999994
238,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
239,matched,1,0.5705174499974357,0.4381986913829246,0.24999999999999944
239,matched,2,0.8459587619169189,0.29552267941939214,0.2499999999999995
239,matched,3,0.9549424890025544,0.26179587030536944,0.24999999999999942
239,matched,4,0.9905688679711673,0.2523802312826938,0.2499999999999994
239,matched,5,0.9985799272766773,0.25035552304941494,0.24999999999999928
239,matched,6,0.9998357473230436,0.2500410699150819,0.2499999999999993
239,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
240,matched,1,0.5691794733973258,0.43922876998321175,0.24999999999999958
240,matched,2,0.8420936170810709,0.2968791057537861,0.24999999999999953
240,matched,3,0.9548030055263026,0.26183411505098425,0.24999999999999947
240,matched,4,0.9896607562897909,0.2526118151206097,0.24999999999999944
240,matched,5,0.997109429586584,0.250724737508152,0.24999999999999944
240,matched,6,0.9991067539130691,0.250223511172212,0.2499999999999993
240,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
241,matched,1,0.5711005440223387,0.4377512902355435,0.24999999999999956
241,matched,2,0.8440605956728157,0.29618726579780696,0.24999999999999953
241,matched,3,0.9536012779662162,0.2621640781912378,0.24999999999999942
241,matched,4,0.988453526560573,0.2529203379645986,0.24999999999999947
241,matched,5,0.9977202143250884,0.2505712487434294,0.24999999999999942
241,matched,6,0.9994614525354812,0.25013470941354216,0.24999999999999936
241,matched,7,0.9999999999999996,0.24999999999999936,0.24999999999999925
242,matched,1,0.5707177426069192,0.43804490615282415,0.24999999999999958
242,matched,2,0.8481848001390216,0.2947470880862558,0.2499999999999995
242,matched,3,0.9591370377797956,0.2606509707712861,0.24999999999999942
242,matched,4,0.9899617341783176,0.25253501359575586,0.24999999999999947
242,matched,5,0.9972282627868148,0.2506948602733734,0.24999999999999942
242,matched,6,0.999404561270639,0.2501489483719688,0.24999999999999925
242,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
243,matched,1,0.5721804768469398,0.43692507891504884,0.24999999999999947
243,matched,2,0.8436794862078053,0.2963210604108756,0.24999999999999956
243,matched,3,0.9568539737033352,0.2612728868464833,0.24999999999999942
243,matched,4,0.9882831771131495,0.25296393360683167,0.24999999999999942
243,matched,5,0.9972046353162789,0.25070080016295554,0.2499999999999994
243,matched,6,0.998982018663843,0.25025475466953745,0.2499999999999993
243,matched,7,0.9999999999999996,0.24999999999999933,0.24999999999999922
244,matched,1,0.569115829360497,0.43927788879272456,0.2499999999999996
244,matched,2,0.8427415656887423,0.2966508478737293,0.24999999999999953
244,matched,3,0.9579757620650289,0.2609669366384545,0.24999999999999956
244,matched,4,0.9882890852999553,0.25296242133861274,0.24999999999999947
244,matched,5,0.9973282864023361,0.2506697176932832,0.2499999999999995
244,matched,6,0.999168752741108,0.2502079847014354,0.24999999999999944
244,matched,7,1.0,0.24999999999999942,0.24999999999999942
245,matched,1,0.566106126663245,0.44161330928099124,0.2499999999999996
245,matched,2,0.8361947102374887,0.2989734292016709,0.24999999999999956
245,matched,3,0.9547849973700486,0.2618390534922767,0.24999999999999944
245,matched,4,0.990012494174686,0.2525220656012119,0.24999999999999944
