accepted,angular_value,degeneracy,delta_boundary_abs,delta_boundary_log,delta_boundary_rel,delta_max_step_abs,delta_max_step_log,delta_max_step_rel,delta_tolerance_abs,delta_tolerance_log,delta_tolerance_rel,dirac_partner_accepted,dirac_partner_delta_abs,dirac_partner_delta_log,dirac_partner_delta_rel,dirac_partner_gamma,field_label,final_a_in_abs2,final_a_out_abs2,final_flux_balance_residual,final_left_potential_ratio,final_max_step,final_nfev,final_right_potential_ratio,final_rstar_max,final_rstar_min,final_success,final_wronskian_residual,gamma,gamma_base,gamma_extended,included,label,low_frequency_power,mode_label,mode_slug,multipole,omega,physical_dof,reused_lowest_mode,species,spin,statistics,truncation_sentinel
True,2.5,6,1.1049062509371765e-05,1.1255113083632368e-05,1.1255176448261184e-05,2.1860846466381645e-11,2.2268631383574412e-11,2.226864804853587e-11,2.2128366916618347e-09,2.254115896480942e-09,2.2541158939697764e-09,True,2.900104735070741e-05,2.9542481669607136e-05,2.9542045294768522e-05,0.9816581861916143,Weyl $s=1/2$,1.0186544278045846,0.018654427809042754,4.376499163072367e-12,3.8441089690123046e-07,0.13996403115534975,14426,0.0001664128602385993,140.0,-28.0,True,4.458211577684779e-12,0.981687187238965,0.9816982385361719,0.9816871894736625,True,,6,$j=3-1/2$,k3,,1.4028571428571428,1,False,weyl,0.5,fermi,False
True,2.5,6,1.1988217617941999e-05,1.2092590401538699e-05,1.209251731500377e-05,2.2634449869940454e-11,2.2831403434769593e-11,2.2831373744684056e-11,2.3112103342270984e-09,2.331318252277422e-09,2.3313182890030565e-09,True,1.2763592854958539e-05,1.2874721338052535e-05,1.2874638459119043e-05,0.9913620929118067,Weyl $s=1/2$,1.008700183829302,0.008700183833908548,4.5669024117955814e-12,3.5875990451053157e-07,0.1352136533148583,14930,0.00015530845334976045,140.0,-28.0,True,4.606648396077162e-12,0.9913748565046616,0.9913628706208885,0.9913748588385064,True,,6,$j=3-1/2$,k3,,1.4521428571428572,1,False,weyl,0.5,fermi,False
True,2.5,6,2.6903265939459686e-06,2.7013172158311623e-06,2.701320870994394e-06,2.3366308887773357e-11,2.346178806816635e-11,2.346179754483431e-11,2.3991048037075302e-09,2.4089089640948112e-09,2.4089089750447664e-09,True,9.600281540067535e-06,9.639467549408946e-06,9.63942108984349e-06,0.9959396368919712,Weyl $s=1/2$,1.0040865956843923,0.004086595689150865,4.739209025217406e-12,3.3559326285544026e-07,0.13077514614134486,15434,0.000145279530832153,140.0,-28.0,True,4.7585269058458834e-12,0.9959300366104311,0.9959327293594962,0.9959300390329022,True,,6,$j=3-1/2$,k3,,1.5014285714285713,1,False,weyl,0.5,fermi,False
True,2.5,6,6.020056686817377e-06,6.031648136299241e-06,6.031666341818285e-06,2.4184543256922097e-11,2.423117262424993e-11,2.423118305089318e-11,2.4822092159482168e-09,2.486996167656068e-09,2.486996146393629e-09,True,7.383885498035703e-06,7.398097925353456e-06,7.398070559536582e-06,0.9980825998634747,Weyl $s=1/2$,1.0019284959602341,0.0019284959651551393,4.91151563863923e-12,3.1460021139880783e-07,0.12661877346343017,15938,0.00013619156333124236,140.0,-28.0,True,4.920952534348544e-12,0.9980752159779767,0.9980812385410572,0.9980752184843704,True,,6,$j=3-1/2$,k3,,1.5507142857142857,1,False,weyl,0.5,fermi,False
True,2.5,6,4.28539929975269e-06,4.28931804536213e-06,4.289308857432641e-06,2.5160651340172535e-11,2.5183632957099383e-11,2.518360533134092e-11,2.5633009048675603e-09,2.565639370915581e-09,2.5656393970447604e-09,True,2.2540788525704514e-06,2.256137787476394e-06,2.2561352423425296e-06,0.9990862802725089,Weyl $s=1/2$,1.000912297176176,0.0009122971812440022,5.0633941484079514e-12,2.9551710279287473e-07,0.1227184630308513,16442,0.00012793041696167648,140.0,-28.0,True,5.068057085111377e-12,0.9990885343513615,0.9990842515405233,0.999088536939823,True,,6,$j=3-1/2$,k3,,1.6,1,False,weyl,0.5,fermi,False
True,3.5,8,1.1417450272744352e-27,0.0019913005241360545,1.1417450272744352e-13,9.074265375371112e-36,1.5842105405409232e-11,9.074265375371112e-22,9.313372864942865e-34,1.6259498205502236e-09,9.313372864942866e-20,True,4.111302129928197e-28,0.0007180182067197678,0.0007177604933318717,5.723846934806985e-25,Weyl $s=1/2$,1.745822784725401e+24,1.745822784725401e+24,5.727958236936913e-25,0.010086993949992715,19.634954084936208,8438,0.0009581701366046882,11200.0,-28.0,True,1.0,5.727958236936913e-25,5.739375696613773e-25,5.727958246341029e-25,False,,8,$j=4-1/2$,k4,,0.01,1,False,weyl,0.5,fermi,True
True,3.5,8,4.014720601697487e-27,0.001971201878704511,4.0147206016974864e-13,3.5658988474178724e-35,1.7525647599978908e-11,3.565898847417872e-21,3.310360701886508e-33,1.626968783243882e-09,3.3103607018865075e-19,True,1.4950330481389581e-27,0.0007350456066924982,0.0007347755268483508,2.03318493860464e-24,Weyl $s=1/2$,4.914777822222803e+23,4.91477782222281e+23,1.3322676315848678e-15,0.007358871756000808,16.77083271996194,8402,0.0009584014268308699,9566.272762902872,-28.0,True,671088641.0,2.034679971652779e-24,2.0386946956004962e-24,2.0346799749987987e-24,False,,8,$j=4-1/2$,k4,,0.011707799137227793,1,False,weyl,0.5,fermi,True
True,3.5,8,1.4093580830665728e-26,0.001945700818398603,1.409358083066573e-12,1.2617462488138729e-34,1.743605260189009e-11,1.2617462488138729e-20,1.1760286130047362e-32,1.6251564551755369e-09,1.1760286130047363e-18,True,5.4548776727483826e-27,0.0007540949612865763,0.0007538107031382413,7.230947643595264e-24,Weyl $s=1/2$,1.3819021220295152e+23,1.3819021220295138e+23,9.992007149262384e-16,0.005368595816527235,14.324496451801094,8366,0.0009586669104576706,8170.85487270155,-28.0,True,134217727.0,7.236402521268012e-24,7.250496113985139e-24,7.236402533154473e-24,False,,8,$j=4-1/2$,k4,,0.013707256063767185,1,False,weyl,0.5,fermi,True
True,3.5,8,4.935868520870602e-26,0.0019131643639518096,4.935868520870602e-12,4.155401917515557e-34,1.6121992629921706e-11,4.155401917515557e-20,4.185781687391796e-32,1.6239803959236408e-09,4.185781687391796e-18,True,1.9976387449815652e-26,0.0007753352141320897,0.0007750347194514133,2.5754852724664514e-23,Weyl $s=1/2$,3.879754141725788e+22,3.879754141725773e+22,3.8857805604132185e-15,0.0039166086863425655,12.235003593675328,8330,0.0009589715315951143,6978.984501639025,-28.0,True,150994943.0,2.577482911211433e-23,2.5824187839596393e-23,2.5774829154387687e-23,False,,8,$j=4-1/2$,k4,,0.016048180071713387,1,False,weyl,0.5,fermi,True
True,3.5,8,1.722855514194221e-25,0.0018714657669817686,1.722855514194221e-11,1.5106630550722463e-33,1.6425083515649308e-11,1.5106630550722463e-19,1.4903094879371935e-31,1.620376500957559e-09,1.4903094879371935e-17,True,7.345049226036184e-26,0.0007989280366753064,0.0007986089786452426,9.189958540443466e-23,Weyl $s=1/2$,1.0872751891360957e+22,1.087275189136096e+22,4.440893018230985e-16,0.002857325104398873,10.450301931445988,8318,0.000959320928935935,5960.970477745597,-28.0,True,4194305.0,9.197303589669502e-23,9.214532159865606e-23,9.197303604723663e-23,False,,8,$j=4-1/2$,k4,,0.018788886879768225,1,False,weyl,0.5,fermi,True
True,3.5,8,5.984884748096672e-25,0.0018178651577316109,5.984884748096672e-11,6.917455116170932e-33,2.1030399644183166e-11,6.917455116170932e-19,5.299095619665049e-31,1.6110255364952427e-09,5.299095619665049e-17,True,2.712588441250326e-25,0.0008250185702890891,0.0008246783360414434,3.28655587260634e-22,Weyl $s=1/2$,3.040189670871415e+21,3.040189670871412e+21,9.992003932357947e-16,0.002084534710015178,8.925932029544915,8282,0.0009597215296853962,5091.452635868379,-28.0,True,3145727.0,3.2892684610475903e-22,3.295253351163957e-22,3.2892684664158605e-22,False,,8,$j=4-1/2$,k4,,0.021997651360042104,1,False,weyl,0.5,fermi,True
True,3.5,8,2.0648367819807518e-24,0.0017488935348538653,2.0648367819807518e-10,2.048331820149659e-32,1.736433219449806e-11,2.048331820149659e-18,1.9099296795211313e-30,1.619104407413883e-09,1.9099296795211313e-16,True,1.0066398311870285e-24,0.0008537229354718196,0.0008533586177293959,1.1786144599890516e-21,Weyl $s=1/2$,8.477298347345508e+20,8.477298347345524e+20,1.77635801902135e-15,0.0015207527314859842,7.62391968372838,8246,0.000960180655552428,4348.770060189079,-28.0,True,1572865.0,1.1796210998202386e-21,1.1816859385326324e-21,1.1796211017506516e-21,False,,8,$j=4-1/2$,k4,,0.025754408361413884,1,False,weyl,0.5,fermi,True
True,3.5,8,7.053808492022735e-24,0.0016602779644340965,7.053808492022735e-10,6.930037607702134e-32,1.6325052421128943e-11,6.9300376077021335e-18,6.831946083589292e-30,1.609393175579508e-09,6.831946083589292e-16,True,3.755676990366961e-24,0.0008851118057918025,0.0008847202098813826,4.241289195298124e-21,Weyl $s=1/2$,2.3556877019792327e+20,2.3556877019792353e+20,1.1102272696700287e-15,0.0011094508809139684,6.511829930090168,8210,0.0009607066422401476,3714.4214802602037,-28.0,True,262145.0,4.245044872288491e-21,4.25209868768176e-21,4.2450448791897374e-21,False,,8,$j=4-1/2$,k4,,0.030152743999357374,1,False,weyl,0.5,fermi,True
True,3.5,8,2.3752669243070037e-23,0.001546984716259319,2.375266924307004e-09,2.4293800689122117e-31,1.583455588884166e-11,2.4293800689122117e-17,2.457769179072141e-29,1.6019563466371152e-09,2.457769179072141e-15,True,1.4095994790145712e-23,0.0009191891385158341,0.0009187668135883422,1.5328202596832134e-20,Weyl $s=1/2$,6.51792815807961e+19,6.5179281580796084e+19,2.2202926262643968e-16,0.0008093894764588331,5.561959044364046,8186,0.000961308974025295,3172.6043782638008,-28.0,True,16383.0,1.534229859162228e-20,1.536605128568598e-20,1.534229861644291e-20,False,,8,$j=4-1/2$,k4,,0.035302227018072674,1,False,weyl,0.5,fermi,True
True,3.5,8,7.830078783630529e-23,0.0014035238152038344,7.830078783630529e-09,8.973389093386229e-31,1.6095902388842595e-11,8.973389093386229e-17,8.880301676936702e-29,1.5928914866488728e-09,8.880301676936702e-15,True,5.32636213541444e-23,0.0009558653076244642,0.0009554086139055523,5.569630842448656e-20,Weyl $s=1/2$,1.7937357423618226e+19,1.7937357423618339e+19,6.217304687472922e-15,0.0005904824953247333,4.750644403078666,8150,0.0009619984351788261,2709.821326004589,-28.0,True,112641.0,5.574957204584071e-20,5.582787292337737e-20,5.574957213554106e-20,False,,8,$j=4-1/2$,k4,,0.041331138302441096,1,False,weyl,0.5,fermi,True
True,3.5,8,2.49953162816436e-22,0.0012247590573524025,2.49953162816436e-08,3.520888827831525e-30,1.72627467877431e-11,3.520888827831525e-16,3.204292667252242e-28,1.571050624162383e-09,3.204292667252242e-14,True,2.0282237797747368e-22,0.0009949239869694183,0.0009944292142002775,2.0375576520292335e-19,Weyl $s=1/2$,4.902956094473574e+18,4.902956094473537e+18,7.771357213788515e-15,0.0004307809619793811,4.057675014232895,8126,0.0009627872801530326,2314.543744936701,-28.0,True,37887.0,2.0395858758090083e-19,2.0420854106766742e-19,2.0395858790485098e-19,False,,8,$j=4-1/2$,k4,,0.048389666535796245,1,False,weyl,0.5,fermi,True
True,3.5,8,7.587008012726814e-22,0.0010075941705233013,7.587008012726813e-08,1.2862034244098497e-29,1.709010710741092e-11,1.2862034244098497e-15,1.1635658870446064e-27,1.54605484090241e-09,1.1635658870446064e-13,True,7.792801349531813e-22,0.0010359826107359713,0.0010354461660162498,7.518239555806849e-19,Weyl $s=1/2$,1.328721366775837e+18,1.3287213667758292e+18,5.772407124815098e-15,0.0003142722073443111,3.4657880329792548,8090,0.0009636894246421068,1976.9247130120684,-28.0,True,7679.0,7.526032357156381e-19,7.533619376933387e-19,7.52603236892066e-19,False,,8,$j=4-1/2$,k4,,0.05665364961185362,1,False,weyl,0.5,fermi,True
True,3.5,8,2.117530919654033e-21,0.0007539919886767132,2.117530919654033e-07,5.010923047905598e-29,1.78491665893604e-11,5.010923047905598e-15,4.157181799904058e-27,1.480811363516244e-09,4.157181799904058e-13,True,3.0259656034608085e-21,0.0010784471248259007,0.0010778658097165856,2.8043416827464364e-18,Weyl $s=1/2$,3.5620557235806854e+17,3.562055723580704e+17,5.10983328092407e-15,0.00022927433899410155,2.960238719811087,8054,0.0009647206598095134,1688.5536639640115,-28.0,True,1857.0,2.8073676483498972e-18,2.8094851834768423e-18,2.8073676525571883e-18,False,,8,$j=4-1/2$,k4,,0.06632895500464654,1,False,weyl,0.5,fermi,True
True,3.5,8,5.050640798456978e-21,0.0004756146247405768,5.050640798456978e-07,1.284240901796519e-28,1.2096434964876555e-11,1.284240901796519e-14,8.785303545389349e-27,8.275015120999684e-10,8.785303545389349e-13,True,1.1899522689346936e-20,0.0011214632382983078,0.0011208346334085006,1.0604762681225638e-17,Weyl $s=1/2$,9.419156235669262e+16,9.41915623566922e+16,4.541297738759227e-15,0.000167264941960302,2.5284331283052923,8030,0.0009658988921608541,1442.2468682391766,-28.0,True,431.0,1.0616662203914985e-17,1.062171285362717e-17,1.0616662212828713e-17,False,,8,$j=4-1/2$,k4,,0.07765660821766218,1,False,weyl,0.5,fermi,True
True,3.5,8,8.147411352667798e-21,0.00019942700517871457,8.147411352667798e-07,7.234039390151339e-28,1.770872337674282e-11,7.23403939015134e-14,5.03572748484535e-26,1.2327353589962437e-09,5.03572748484535e-12,True,4.751641897295752e-20,0.001163868835282106,0.0011631918026336696,4.0802512669413015e-17,Weyl $s=1/2$,2.447978673004933e+16,2.4479786730049364e+16,1.595162263563605e-15,0.00012202656839718533,2.1596143721543055,8006,0.0009672444117154682,1231.8684761623574,-28.0,True,37.0,4.085002908838597e-17,4.085817655081932e-17,4.085002913946665e-17,False,,8,$j=4-1/2$,k4,,0.09091879706907821,1,False,weyl,0.5,fermi,True
True,3.5,8,4.6604940365163226e-21,2.901361092288134e-05,4.6604940365163227e-07,2.4468493127692734e-27,1.5232481942578088e-11,2.4468493127692734e-13,1.893304382980525e-25,1.1786476246396445e-09,1.893304382980525e-11,True,1.9331151569575294e-19,0.0012041558652822533,0.0012034311605233856,1.6044031842262129e-16,Weyl $s=1/2$,6225346463153437.0,6225346463153399.0,5.945593005500044e-15,8.902333758814204e-05,1.844594655956547,7982,0.0009687801912784341,1052.1776652670203,-28.0,True,37.0,1.6063362993831704e-16,1.606289696360578e-16,1.6063363013009433e-16,False,,8,$j=4-1/2$,k4,,0.10644590138831427,1,False,weyl,0.5,fermi,True
True,3.5,8,9.925402655656639e-20,0.00015294477702525498,9.92540265565664e-06,7.14530486426562e-27,1.1009637646058433e-11,7.14530486426562e-13,7.602751498137443e-25,1.1714509369409628e-09,7.602751498137443e-11,True,8.045599108557601e-19,0.0012404550408291332,0.001239685994496982,6.481984250605283e-16,Weyl $s=1/2$,1540824962529397.8,1540824962529400.0,2.203315219446603e-15,6.494614033180587e-05,1.5755263942744029,7994,0.0009705322197135767,898.6980840159496,-28.0,True,3.25,6.49002984971384e-16,6.489037317122479e-16,6.490029857388045e-16,False,,8,$j=4-1/2$,k4,,0.12462472324355404,1,False,weyl,0.5,fermi,True
True,3.5,8,3.6767505540847434e-19,0.00013562022836125404,3.6767505540847434e-05,3.482623681324462e-26,1.2845058350390634e-11,3.482623681324462e-12,2.6698220309213502e-24,9.847209719157123e-10,2.66982203092135e-10,True,3.4426232831750264e-18,0.0012705630689664718,0.0012697562454532009,2.7078047484092453e-15,Weyl $s=1/2$,368833921404883.8,368833921404885.5,7.374184075118078e-15,4.73808470708299e-05,1.3457067172126602,7934,0.0009725298721314358,767.6063395709623,-28.0,True,2.6875,2.7112473716924203e-15,2.71087969934166e-15,2.7112473743970686e-15,False,,8,$j=4-1/2$,k4,,0.14590812272681344,1,False,weyl,0.5,fermi,True
True,3.5,8,2.2526629142966335e-19,1.9095824500062824e-05,1.9095642197977216e-05,1.670807397258103e-25,1.4163337169848348e-11,1.4163299816091793e-11,1.3427379750331422e-23,1.1382281790245029e-09,1.1382281731607971e-09,True,1.5232007658370223e-17,0.0012920393517810958,0.0012912050283027169,1.1781506174497432e-14,Weyl $s=1/2$,84769195057040.28,84769195057039.89,7.133801478730144e-15,3.456625224655513e-05,1.1494104924756172,7910,0.0009748063197799242,655.6367516847563,-28.0,True,0.609375,1.1796738182155802e-14,1.1796512929458833e-14,1.1796738195750262e-14,False,,8,$j=4-1/2$,k4,,0.17082629933755134,1,False,weyl,0.5,fermi,True
True,3.5,8,2.067568755359024e-18,3.8360442606988744e-05,3.836117842147332e-05,1.126051610548681e-24,2.0892509944521833e-11,2.089249348157442e-11,5.970059572122994e-23,1.1076706225050104e-09,1.1076706389542379e-09,True,7.015061274216536e-17,0.0013024055287235198,0.0013015577667261637,5.3827274868891823e-14,Weyl $s=1/2$,18553761910961.008,18553761910960.08,3.826367071039429e-15,2.5217484874981785e-05,0.9817477042468103,7886,0.0009773989820781963,560.0,-28.0,True,0.0703125,5.389742548163399e-14,5.3899493111215995e-14,5.3897425542460636e-14,False,,8,$j=4-1/2$,k4,,0.2,1,False,weyl,0.5,fermi,True
True,3.5,8,4.364976040404023e-18,3.145290411598417e-05,3.145240950855422e-05,2.093699951328983e-24,1.50863765925352e-11,1.5086430635056577e-11,1.3060502315874113e-22,9.41091649496587e-10,9.410916885314016e-10,True,1.8062165081344089e-16,0.0013023407614912942,0.001301493083790122,1.3859971691806045e-13,Weyl $s=1/2$,7205631650074.985,7205631650073.926,8.213189891496831e-15,2.084089659089404e-05,0.8924979129516458,7874,0.0009791371097947414,509.09090909090907,-28.0,True,0.0595703125,1.387803385688739e-13,1.3877597372553221e-13,1.3878033870157262e-13,False,,8,$j=4-1/2$,k4,,0.22,1,False,weyl,0.5,fermi,True
True,3.5,8,3.981578839246782e-16,0.00035648038131293544,0.0003564168501134829,1.715127496179592e-23,1.5353163185356688e-11,1.535321450138604e-11,1.1806640092550248e-21,1.056888688236788e-09,1.0568886469685949e-09,True,1.4341826574959925e-15,0.0012846543861138183,0.0012838295709066158,1.1156787815525434e-12,Weyl $s=1/2$,895164618116.4363,895164618115.4344,1.99184461211842e-15,1.3910256275626875e-05,0.7291494885652703,7874,0.0009833040800174225,415.91511936339515,-28.0,True,0.0018310546875,1.1171129642100394e-12,1.11671480752393e-12,1.1171129654078547e-12,False,,8,$j=4-1/2$,k4,,0.2692857142857143,1,False,weyl,0.5,fermi,True
True,3.5,8,2.871197734566219e-15,0.00041259718757614733,0.00041251208150280437,1.3777403960409589e-22,1.979438835084275e-11,1.9794337105355025e-11,7.30341592733293e-21,1.0492998697662736e-09,1.0492998340011605e-09,True,8.706446891597269e-15,0.0012516597629209697,0.0012508767635570097,6.9515690536617116e-12,Weyl $s=1/2$,143672473872.69437,143672473871.69437,4.570772918506105e-17,9.939124123743552e-06,0.6163438501997913,7874,0.0009873306098296232,351.5695067264574,-28.0,True,0.0,6.960275500553309e-12,6.9574043102599326e-12,6.960275507994499e-12,False,,8,$j=4-1/2$,k4,,0.31857142857142856,1,False,weyl,0.5,fermi,True
True,3.5,8,1.4160157402466058e-14,0.00039226158135882336,0.00039218465719508943,6.649498149160651e-22,1.8416712599559072e-11,1.841668194799717e-11,3.1732031240120754e-20,8.788614284636697e-10,8.788614024758865e-10,True,4.374358180867308e-14,0.0012122720004249324,0.001211537495560048,3.6062098762304726e-11,Weyl $s=1/2$,27696348709.145607,27696348708.145573,1.2749519557919023e-15,7.4542400384525285e-06,0.5337657421147707,7886,0.0009912394720096769,304.4660194174757,-28.0,True,3.4332275390625e-05,3.61058423441134e-11,3.6091682219107914e-11,3.610584237651038e-11,False,,8,$j=4-1/2$,k4,,0.3678571428571429,1,False,weyl,0.5,fermi,True
True,3.5,8,8.725878330121776e-14,0.0005348468198248413,0.0005347038152653802,2.78767621248613e-21,1.7082335546238412e-11,1.7082304498738944e-11,1.5115601245761391e-19,9.262528526248023e-10,9.262528481790045e-10,True,1.9127189319388253e-13,0.0011727621027836587,0.0011720746860605607,1.6299960277432671e-10,Weyl $s=1/2$,6127793616.140395,6127793615.140393,3.636329213132643e-16,5.79685099865879e-06,0.4707009540909365,7934,0.0009950471386889657,268.4931506849315,-28.0,True,1.9073486328125e-06,1.631908746675206e-10,1.6310361603816307e-10,1.6319087482146429e-10,False,,8,$j=4-1/2$,k4,,0.41714285714285715,1,False,weyl,0.5,fermi,True
True,3.5,8,3.882208960106907e-13,0.0005861370474039297,0.0005859653030852418,1.0859744069478993e-20,1.6391221713397685e-11,1.6391269224532368e-11,4.906552084304761e-19,7.405756011180663e-10,7.405756126800529e-10,True,7.532112250335514e-13,0.0011375140287674483,0.001136867304926928,6.617790137490709e-10,Weyl $s=1/2$,1509360544.7479715,1509360543.7479699,1.1365321300797317e-15,4.6365128648752075e-06,0.4209637935514654,7958,0.0009987660608591952,240.12251148545178,-28.0,True,1.6689300537109375e-06,6.625322249741045e-10,6.621440045796087e-10,6.625322254756194e-10,False,,8,$j=4-1/2$,k4,,0.4664285714285714,1,False,weyl,0.5,fermi,True
True,3.5,8,1.386622767182989e-12,0.00056187107529567,0.000561713255757441,4.9537778934269445e-20,2.0067503214905983e-11,2.0067481759794833e-11,1.9492362242301838e-18,7.89624921316626e-10,7.896248725073654e-10,True,2.7374357725169836e-12,0.0011095354808665222,0.0011089201739642866,2.465822372938425e-09,Weyl $s=1/2$,405094499.42077374,405094498.42077565,4.670631077513031e-15,3.792655854003907e-06,0.38073318170236414,8006,0.0010024059675936567,217.17451523545708,-28.0,True,1.9073486328125e-06,2.4685598087109418e-09,2.4671731879425328e-09,2.4685598107097158e-09,False,,8,$j=4-1/2$,k4,,0.5157142857142857,1,False,weyl,0.5,fermi,True
True,3.5,8,5.3140585666504196e-12,0.0006199170807880929,0.0006197249723662689,1.5831078871407375e-19,1.8462231743569544e-11,1.8462188161947973e-11,6.378933988239456e-18,7.439106000642133e-10,7.439106362878757e-10,True,9.348440051086522e-12,0.0010908088485944085,0.001090214132882445,8.565517514373796e-09,Weyl $s=1/2$,116619898.8199892,116619897.81998871,4.192846103341395e-15,3.159838342859335e-06,0.34752131123780894,8042,0.0010059746609168041,198.2300884955752,-28.0,True,4.917383193969727e-07,8.574865954424882e-09,8.569551902395476e-09,8.574865960962127e-09,False,,8,$j=4-1/2$,k4,,0.5650000000000001,1,False,weyl,0.5,fermi,True
True,3.5,8,1.8177418322312817e-11,0.0006470892494160937,0.0006468799327554515,6.136489005061389e-19,2.1837975872312814e-11,2.1837928382140064e-11,1.8340291554917582e-17,6.526761355727907e-10,6.526761038005831e-10,True,3.0402750462949276e-11,0.0010825286492208747,0.0010819429264557446,2.8069739798223384e-08,Weyl $s=1/2$,35587008.0825177,35587007.08251749,5.88166813267883e-15,2.6731352274182965e-06,0.31963878742919405,8090,0.0010094785293610932,182.32558139534882,-28.0,True,2.086162567138672e-07,2.8100142548686333e-08,2.808196514931796e-08,2.8100142567640274e-08,False,,8,$j=4-1/2$,k4,,0.6142857142857143,1,False,weyl,0.5,fermi,True
True,3.5,8,5.3526964005202346e-11,0.0006107294493123127,0.0006105429923716232,1.9420215549274963e-18,2.215116978756646e-11,2.2151221789459008e-11,4.5320577252180145e-17,5.169387141905043e-10,5.169387310826388e-10,True,9.509349247834434e-11,0.0010852507018551969,0.001084662030283541,8.757598728969487e-08,Weyl $s=1/2$,11406269.787920045,11406268.787920078,2.940262244653763e-15,2.290795934606319e-06,0.2958981239925801,8138,0.0010129228944745607,168.78363832077503,-28.0,True,3.3527612686157227e-08,8.767108078217322e-08,8.761755386543061e-08,8.767108082943581e-08,False,,8,$j=4-1/2$,k4,,0.6635714285714286,1,False,weyl,0.5,fermi,True
True,3.5,8,1.6430938331002645e-10,0.0006266173424181227,0.0006264210591208891,5.930236482404967e-18,2.2608692696024726e-11,2.260872108037892e-11,1.4035960622802357e-16,5.351137312469935e-10,5.351137678196384e-10,True,2.881002075447784e-10,0.0010989708464776077,0.0010983671991673487,2.6201052611995453e-07,Weyl $s=1/2$,3812448.4828655785,3812447.482865593,3.838777933851519e-15,1.984982805489308e-06,0.27544023766443576,8174,0.0010163122530318497,157.11422845691382,-28.0,True,1.4435499906539917e-08,2.622986263274993e-07,2.6213431709047913e-07,2.6229862647378915e-07,False,,8,$j=4-1/2$,k4,,0.7128571428571429,1,False,weyl,0.5,fermi,True
True,3.5,8,4.700059939482396e-10,0.0006211678528342672,0.0006209749683017547,1.5880385453360436e-17,2.0981216764191238e-11,2.098126828273203e-11,3.230389902041217e-16,4.268012610908892e-10,4.2680120952739747e-10,True,8.496111823996805e-10,0.0011231422941604529,0.0011225118059187125,7.560343502333306e-07,Weyl $s=1/2$,1321206.4873584162,1321205.487358437,1.567514735853747e-14,1.7365567995813508e-06,0.25762826353243384,8234,0.001019650451395783,146.95407685098405,-28.0,True,2.0721927285194397e-08,7.568839614157303e-07,7.564139557607014e-07,7.568839617546497e-07,False,,8,$j=4-1/2$,k4,,0.7621428571428571,1,False,weyl,0.5,fermi,True
True,3.5,8,2.7159877487467e-09,0.001283610761111193,0.0012844349425001965,4.610061518726255e-17,2.1801782601709246e-11,2.180173347416584e-11,7.6258460944599385e-16,3.6063874115763056e-10,3.606387103319182e-10,True,2.455901237534287e-09,0.0011607618409001017,0.001160088417461092,2.1169948777776285e-06,Weyl $s=1/2$,472916.32412292814,472915.324122925,6.593312931756946e-15,1.5320084790643072e-06,0.2419800679481575,8390,0.0009935908496282223,140.0,-28.0,True,3.14321368932724e-09,2.1145389765400942e-06,2.117254965097526e-06,2.1145389773487795e-06,False,,8,$j=4-1/2$,k4,,0.8114285714285714,1,False,weyl,0.5,fermi,True
True,3.5,8,7.374144704228635e-10,0.00012821584580894452,0.00012820762656180702,1.2861009457930395e-16,2.2360335805410496e-11,2.2360281279056994e-11,2.2575020466267942e-15,3.924915948576333e-10,3.92491591859423e-10,True,4.7974086645450565e-09,0.0008337346750928703,0.0008333872149085299,5.7565181931325955e-06,Weyl $s=1/2$,173861.01263823523,173860.01263823672,8.586342493130741e-15,1.3615818007255884e-06,0.22812394787477752,8882,0.0008830598764358895,140.0,-28.0,True,1.4842953532934189e-09,5.7517207844680504e-06,5.75098337238374e-06,5.7517207868541626e-06,False,,8,$j=4-1/2$,k4,,0.8607142857142857,1,False,weyl,0.5,fermi,True
True,3.5,8,2.3242073594327117e-09,0.00015218685240135066,0.0001521752726255039,3.310679096320268e-16,2.1676327399923876e-11,2.1676357404748133e-11,5.255192304541231e-15,3.4407876553878915e-10,3.440787322169928e-10,True,7.77165597081955e-09,0.0005089713081251685,0.0005088418042010461,1.52654545346763e-05,Weyl $s=1/2$,65474.05161932134,65473.05161932145,1.6528255543726833e-15,1.2180888721160144e-06,0.21576872620809018,9374,0.0007899969053093152,140.0,-28.0,True,1.0913936421275139e-10,1.527322619064712e-05,1.5270901988873946e-05,1.527322619623338e-05,False,,8,$j=4-1/2$,k4,,0.91,1,False,weyl,0.5,fermi,True
True,3.5,8,6.601682615148393e-10,1.664179437479725e-05,1.6641655907877025e-05,7.320736356529467e-16,1.8454238137792094e-11,1.845426121487518e-11,1.5758756604332402e-14,3.9724989972075315e-10,3.972499440423182e-10,True,3.636840070722245e-08,0.0009172025491916536,0.0009167820475049952,3.963325733661863e-05,Weyl $s=1/2$,25208.20354145873,25207.2035414592,1.8662351666202254e-14,1.096139445201684e-06,0.20468306566575345,9866,0.0007109060671349149,140.0,-28.0,True,4.69299266114831e-10,3.9669625737325855e-05,3.966896558555517e-05,3.9669625753816686e-05,False,,8,$j=4-1/2$,k4,,0.9592857142857143,1,False,weyl,0.5,fermi,True
